temperature,strong_wind
-1.7168850266411326,False
-2.003069824420959,True
-2.1927320440567866,True
-1.8489079565875997,False
-1.6183766711506382,True
-2.042397271543769,True
-2.2392932403625436,False
-2.262320495585767,True
-2.4605909845548077,False
-2.06055171807743,False
-1.9588264464078091,False
-1.5855887057780211,False
-1.573637387828367,True
-1.775280679732391,True
-1.5693984754904606,False
-1.464050938954263,True
-2.249879740657112,False
-2.467198383771239,False
-2.5415583068179104,True
-2.8104036676590565,True
-2.409457756910019,True
-1.8812927293828006,False
-1.572235916302606,False
-1.4899803182908222,False
-1.4864442978258305,False
-1.5175785267980517,False
-1.3305575419607647,False
-1.1074863972609164,False
-1.0406038638316724,False
-0.7527825785317647,False
-0.7963643901129913,True
-0.7950732395538043,True
-1.4824669935075034,True
-1.7828598377436908,True
-1.781037924760205,True
-1.4970739203211945,False
-1.3847147139361293,False
-1.044829839509344,True
-1.0263088542689422,False
-0.9910995773218244,False
-1.0362377410014256,True
-0.9587816439378537,True
-0.9331864616574342,True
-0.9745622133178838,True
-0.9403231858886019,True
-1.7114990637621403,True
-1.6319752571705621,True
-1.7040777330057486,True
-1.8015533117872629,True
-1.4686563899989042,True
-1.4780785908720777,True
-1.3463618285512415,True
-1.109793435003317,False
-1.1041228655990947,True
-1.355262969499603,True
-1.0695632964786916,True
-1.6594290063051425,True
-1.6831462167410403,True
-1.7645178096365792,True
-1.5861406699481664,True
-1.8146904902587124,True
-1.5834778740492252,True
-1.8975351375333236,True
-1.7032842845111629,False
-1.2713938824733946,True
-0.981569570946671,True
-0.7759844786681984,True
-0.5429952277860551,True
-0.8747554483615212,True
-0.5155759764121157,True
-0.4305842747600403,False
-0.5067402374697226,True
-1.2175378472031027,True
-1.402763511077851,False
-1.0504005091512634,False
-0.7328716210205921,False
-0.5720193437342646,False
-0.2678705558047335,False
-0.12342052629463593,False
-0.06412103187476523,True
-0.40340291419523944,True
-0.47482765277319616,True
-0.6130558674137102,False
-0.7567519771147215,True
-0.20715952801368562,True
-0.4989674607768647,True
-0.8676622775531558,True
-1.5090187699407283,True
-1.2975474972540737,True
-0.8595984260049477,True
-0.2945682290201876,True
-0.061492733736459276,False
-0.038939822721956244,True
-0.13725844052896602,False
0.002711192318784848,True
-0.10359725059029845,True
-0.15286867721586622,True
-0.5968548565759494,True
-0.348514102211661,False
0.03310875036223443,True
0.1007761078459038,True
0.15843049030554482,True
0.1589910789158445,True
-0.5035384140608707,True
-1.1376934989160972,True
-1.0396336143138423,True
-0.3291091118550141,True
-0.17119561255270332,True
0.10987489221313211,True
0.11431647889476353,True
0.11183048401907256,True
-0.1835285619793669,True
-1.2297809587085788,True
-1.0955199865409817,True
-0.3849027713504541,True
-0.291463430563121,True
0.10362217309820941,True
0.050883721528926236,True
-0.7834877416061009,True
-0.11405869650257242,True
-0.002544685253042974,True
0.01737777151311404,True
0.11052172522501681,False
0.21612799496596952,True
0.4051110399393113,True
0.422424603557523,True
-0.773828368628567,True
-1.0260501210641872,True
-0.41336989220365405,False
-0.3961210118866326,True
-0.36140764024863015,True
-0.20427034056058455,True
-0.18736643784990908,True
-0.15170437779446552,False
-0.08727980981040345,True
-0.1875389266530791,True
-0.041397788167126345,True
0.1408366323821833,True
0.3896086087543968,False
0.6069445007488385,True
0.5536605533395244,True
0.46834974740158963,True
0.447607968820372,True
0.16498506482600625,True
-0.04269145419090751,True
0.03208244198337447,True
0.5112994593909702,False
0.8166477632030031,True
0.7956041292162409,False
0.8037973473668236,False
0.823676681932191,True
0.6046159019060431,True
0.5955171175388148,False
0.5312219161571272,True
0.5596394464794116,True
0.8523098232584408,True
0.5990531380038004,True
0.7808132143443954,True
0.7923699641567998,True
1.012465677001968,False
1.0405813519187077,False
0.6150083522970466,False
0.785599778632367,True
0.8881012499162532,True
1.1678349664575178,True
1.3206363288558776,False
1.437348721410949,False
1.2667357339752279,False
1.1640337444576567,False
0.7031932529178079,True
0.5793462922416089,False
0.8183726512347036,True
0.6510585121596199,False
0.6201269575311178,True
0.9272109299250574,False
0.935717862086411,False
0.8623031776811081,True
0.7632437923362588,False
0.7295948203530476,False
0.8640821840748047,False
0.703538230524148,False
0.9640955043729658,False
1.3297480498833405,False
1.3703368213793303,False
0.8976096951910117,False
0.9172087354512235,False
0.6242839376875192,True
0.5553768169310704,True
0.37971206367250265,True
0.6303727924394322,True
0.7236547371938756,True
0.701252753882142,False
0.6929732913299743,False
0.8153540971792279,True
0.7272554409600517,False
0.6832061128504606,True
0.7173890814187126,False
0.8442028495094432,False
0.7773203160801992,True
0.76453458354521,True
0.16043567264239503,True
0.12904271046541874,False
0.07419127105729377,False
0.303062351763745,True
0.4828388068678846,False
0.44852862780729225,False
0.5443741873988515,False
0.7341089960712395,True
0.9925798741064804,False
0.7216926770578092,True
0.28181604343325767,False
0.5146198688519905,False
0.2942223006012777,True
0.54152812214654,False
0.5446587939240815,False
0.7596833359560482,False
0.8481183453414043,False
0.6336328308193483,False
0.4717111229533653,True
0.5681776422363402,False
0.7637583839309448,False
0.6228134706404996,True
0.6960177187059249,True
0.4149989605810452,False
0.43715945956833846,False
0.4151283271834257,True
0.4001951090489652,False
0.19098775190391593,True
0.3269520510028247,False
0.4350992964254724,False
0.5948990326622232,True
0.6809271045385749,False
0.7601770851551176,False
0.898532510287972,True
0.8816760419981663,False
0.8204425168727499,False
0.48598672752574074,False
0.5953877509364343,True
0.6745385504911574,False
0.5653703869647441,False
0.4684244925525024,False
0.3652230042062077,False
0.5400080645686047,False
0.6291761513674363,False
0.6543153163744758,False
0.6071536434226839,False
0.6038925269877478,False
0.6948491070644499,False
0.6227509434493496,False
0.7366125273100282,True
0.72360406860794,False
0.6424721632770374,False
0.630082867510873,False
0.66465623573553,False
0.6568060546922537,False
0.7304249227183026,False
0.4063802700478735,False
0.09280856254900914,False
0.10763929358481318,True
0.08013710384180762,True
0.07132292599980929,False
0.033187448378679214,False
0.10354886535686479,False
0.26529247853357113,False
0.4664300907658467,False
0.29697924664149217,False
0.21604534407968054,True
0.1442432862447886,False
0.20853654712744826,True
-0.1545693449476662,True
0.049702891927676913,False
0.20455902719811478,True
0.4908580988100412,True
0.2601557619751599,True
-0.48985142752932176,False
-0.6112404227603446,False
-0.21092086197781718,False
-0.12748867471740544,False
-0.2221707973315835,False
-0.19387321859927073,False
-0.2816746909832125,True
-0.9721840239441727,True
-0.8226944465666847,True
-0.489511840198076,False
-0.20684516716990742,False
-0.19278474237949067,True
-0.20078175451647434,True
-0.911739635093256,True
-0.5590943983581785,False
-0.2613019665690058,True
8.016310919651751e-05,True
-0.5615262748718732,False
-0.596411416612568,False
-0.6991967757169059,False
-0.6053283690316879,True
-0.8448880059050449,False
-0.7271083388803523,False
-0.43290424916268144,False
-0.23883925282593782,False
-0.773872784495383,False
-0.5229056724918282,False
-0.26313904419454287,True
-0.36019030052025913,False
-0.759223957275152,False
-0.7120126937924504,False
-0.4139649785745889,True
-0.514922675070105,True
-1.0076024435651298,True
-1.1420747145166184,False
-1.2267602485430633,False
-0.972309078326473,False
-0.8686648687215809,True
-0.7934252527787445,False
-1.574293204630648,False
-1.176913140536921,False
-0.9829279202716366,False
-0.7780974665070284,False
-0.7501111581926692,False
-0.7234616381028689,False
-1.1435149960230888,True
-1.226094010540818,False
-0.9077551437400245,False
-1.0718609910761538,False
-0.720233941373548,True
-0.6196169102642978,False
-0.9050104156595844,False
-1.1578315666862138,False
-0.7246345619644299,False
-0.49994849084489507,False
-0.46897381401560934,True
-0.014263143318416976,True
-1.5971583922506598,True
-1.4655214060012884,True
-1.7955657942072212,False
-1.7447678416735921,False
-1.5734217768244014,False
-1.5446463322355366,False
-1.2919847333518313,False
-1.2599880603637597,False
-1.3749518476766958,True
-0.95050002527564,True
-0.8216508893075041,True
-1.8551175535017268,True
-2.3834076354112397,False
-2.288495671466841,False
-1.9523149940881313,True
-2.1716345073190344,True
-2.4607257414322823,True
-1.9658338040365964,False
-1.2396969087808278,False
-0.9646009849348053,False
-0.6697658736759903,True
-1.026729295726667,True
-1.1394766019188676,False
-1.155352040140643,True
-1.246016467306975,False
-0.7744471722099426,False
-1.1770856293400913,False
-1.2605917711748609,True
-1.4864658589262312,False
-1.5331456412841624,False
-1.401170145758565,False
-1.3517736647507028,False
-1.611481431243905,False
-1.3375648995895577,False
-1.4603984885471313,False
-1.1925018161234267,False
-1.415572960823275,False
-1.4239559166573483,False
-1.2150116049371342,False
-1.2592787001607249,False
-1.380363683876163,False
-1.1391600010190603,False
-1.7159406504437775,True
-1.8956093000459313,False
-1.701430029877082,False
-1.5767012201946722,False
-1.530306044361971,False
-1.128402820755344,True
-0.9007709021723237,False
-0.959844606187383,False
-1.3813986166951833,True
-1.0819199455478088,True
-0.9994662183283249,False
-1.0746704024577842,True
-0.32434058021491813,False
0.06839534909369525,False
-0.6702919645256606,False
-1.0272295132558624,False
-1.0633939469505298,False
-1.3290482649330297,False
-1.5263538946593347,True
-2.0258419629086695,False
-1.4290270874705557,False
-0.9621214583892346,False
-1.12005651879194,True
-1.384223120847094,False
-1.2095350854364826,False
-0.8732250414553925,True
-0.43894135727363864,False
-1.0129409720232525,False
-1.376504246905232,False
-1.2852145478274042,False
-1.5045771832590968,True
-1.716177822548132,True
-2.1580078918685897,True
-1.617514227134782,False
-1.273399064810245,True
-0.8815045040075661,False
-0.5960786569616843,False
-0.9116900445623463,True
-0.9813755210431062,True
-0.600132143836186,True
-0.2953875508352423,True
-0.3292816006581841,True
-0.3513170452631771,True
-0.509661766573413,True
-0.5980622781981396,True
-0.43087750572543054,True
-0.8838331028503615,True
-1.2882762240836754,True
-0.9837903642874867,True
-0.8095766730855897,True
-0.8415733460736612,False
-0.7628753296272638,False
-0.9567527443905627,True
-0.6357510816908283,True
-0.6424350228136702,True
-0.7015555601002564,True
-0.868093499561081,True
-0.9920267046388649,True
-0.9564670598103127,False
-0.7924161932801993,True
-0.8122071273339357,True
-0.5819776973025189,True
-0.9282058474658921,True
-1.1045756487074145,True
-0.783918963614026,False
-0.5914645814768827,True
-1.3036708497666158,True
-1.0859468579650386,False
-0.8826688034289609,True
-1.1526569025911126,True
-1.0344589502187294,True
-0.5042714914743464,True
-0.6007789768480707,True
-1.0837045035238222,True
-0.7913791043511331,False
-0.21944935523955963,True
-0.41630220185755057,True
-0.49952804938717027,True
-0.43626778082449713,True
-0.4960351511229682,True
-0.3107821765181829,True
-0.4238917091970381,True
-0.4684800648165341,True
-0.4912917090357863,True
-0.1812862075381564,True
-0.3928437246264019,True
-0.2930589519924468,True
-0.12077713538605539,True
-0.7528709790433897,True
-0.9161747534447731,True
-0.44890258565671126,True
-0.736527664943014,True
-0.6140606146921754,True
-0.30892792188410206,True
0.02289741321456113,True
0.21884469361590056,True
0.17705928104792065,True
0.131737848014955,True
0.06623522501107136,True
-0.8402796800498858,True
-0.6892657328743824,False
-0.2172501229991446,True
-0.21587021257378428,True
-0.026563751094491325,True
-0.04803860708918456,True
-0.22578903746085144,True
0.2566628637109696,True
0.4483841684346372,True
0.40991916532768347,True
-0.2140590801404989,True
-0.061363367134078806,True
0.28477853862770924,True
-0.7757688676642329,True
-0.5916801924808424,True
-0.7547899169786608,True
-0.8666984963654402,False
-0.7236988102072291,False
-0.6355290023567485,False
-0.2691735649734532,False
0.3805152146622628,False
0.5601569128889275,False
0.41338702933025506,False
0.2811088393402629,False
-0.4337235709777362,False
-0.32669426861062767,False
0.22073775823069672,False
0.4821919738559999,True
-0.4666344346226076,False
-0.8558554189761567,True
-0.6902402946122926,False
-0.31664679582597005,False
0.3418292102762493,False
0.6951294013696057,False
0.6677899260671253,False
0.7638230672321291,True
0.651317245364369,False
0.6109060988706465,True
0.5332486595943723,True
0.20405377874406097,True
-0.1757665658367152,True
-0.24286471026991874,False
-0.31884602806638507,False
0.4454949809815361,False
0.9272130860350974,True
0.930404128893749,True
0.7548536494672813,True
0.9384248582411616,False
1.1449802000374703,True
0.9888347109676493,True
1.0937634441679691,False
1.2252582258700708,False
1.081806175876382,True
1.1896116778577557,False
0.9784422605766457,True
0.8016412373271982,False
0.6960466344399738,True
0.7125857201969614,True
0.9739392361086451,False
0.9217132576740031,False
0.8278296164499563,False
0.8805068837267354,False
0.7048608717172965,True
0.8750535613008449,True
0.821011010627652,True
0.6123816197059264,False
0.7061201651900643,False
0.928486174657814,False
1.0773547115587567,False
1.021980336996553,False
0.9418491977214302,False
1.052605846143055,False
0.961005170895929,False
1.0389044526480833,False
1.0737724048144284,True
0.9817025437483587,True
1.0982968893003209,False
1.1538838017283493,False
1.0233770146401868,True
0.8452672527433804,True
0.8096164582421547,True
0.6241111501121815,False
0.9270438817637148,True
0.8464452039506537,True
0.9516633738844709,True
1.1854739307591826,True
0.8209168610814646,True
0.9549406611447074,True
0.9837360536151865,True
0.8346297209334943,True
1.0216938279715708,True
0.8306595276558147,True
0.5687813530474295,True
0.7443318324738972,True
0.6521796893802251,True
0.9551993943494625,True
1.1917677878973811,True
1.1723196753399447,True
1.236097410312122,True
1.3784869173291177,True
1.024669259826257,True
0.9481200577770073,False
1.2635066084823428,False
1.4189786638733222,True
1.3302543438480923,True
0.8070815899750011,False
0.7465569380347931,False
0.6631002389468428,False
0.7781996915926572,True
0.5222365627640876,True
0.3506011390212788,True
0.4428991805918822,False
0.7068401362746882,True
0.5696006748624901,True
0.8599855749995134,False
0.7522661394457832,True
0.30604816484842673,False
0.6113666824401153,False
0.5742751214284016,False
0.6649309241545792,False
0.6138591456459264,False
0.7704617300441414,False
0.7329648203449834,False
0.7537820627775857,False
0.7492003289433794,False
0.6046094335759229,False
0.7903216596191541,False
0.744159343670733,False
0.7598601369792983,False
0.7086072452273093,False
0.5832423830832153,False
0.31149489812872805,False
0.5026297409216269,False
0.5351999391802384,False
0.6677295549860152,False
0.26521399612812685,False
0.28138266531529843,False
0.427743727025285,False
0.49017820544277735,False
0.8049702712283787,False
0.7686894075915713,False
0.7226521460254447,False
0.6595018390747973,False
0.8958481532886361,False
0.31488861533110474,False
0.27855169283326736,False
0.2788168943681367,False
0.5270347504601649,False
0.40273716278568616,False
0.49411526237513315,False
0.3043538616774861,False
0.28833180797301555,False
-0.04832105750437447,False
0.25693237746591907,False
0.31070791796426844,False
0.31336640164312946,False
0.27371553801438026,False
0.2236204773536776,False
0.18148361884923742,False
0.38115234517897306,False
0.32035004206148177,False
0.20740006152556206,False
0.2680126269595628,False
0.12876457227030308,False
0.26870042606220285,False
0.34368993324045033,False
0.33835787311244786,False
0.3269736121032136,True
-0.07613056479548941,False
-0.23660983504495597,False
-0.24471034046383933,False
-0.23487632257309532,False
-0.506063218917277,False
-0.36681732033805736,False
-0.3266921125005935,False
-0.22833037249278829,False
-0.24489576592724976,False
-0.04655951560199884,False
-0.07045137095110679,False
-0.32198963650416695,False
-0.4817293610100436,False
-0.4716193610342299,True
-0.5572298662676751,True
-0.7953377223838954,False
-0.6800979529858838,False
-0.40884206112043764,False
-0.2785806730763463,False
-0.3006290543415737,False
-0.3085225731966519,False
-0.3735681008721355,False
-0.25479231100913213,False
-0.3717849978693592,False
-0.37276818404742956,False
-0.40233923324092014,False
-0.3140939615390488,False
-0.20508966237564516,False
-0.10489522883415975,False
-0.5874800901236514,False
-0.6220856562596682,False
-0.7287635126903164,False
-0.8247168777838554,False
-0.5353475054754975,True
-0.37292989230040513,True
-0.7051692005266729,False
-1.2283406772021086,False
-1.3317908369034357,False
-1.1894595448575103,False
-1.138862110557572,False
-1.023074689209501,False
-1.0868093019808889,False
-0.833112770278169,True
-0.5430016961161753,True
-1.2314648806495299,False
-1.6036892495606925,False
-1.4910475927604374,False
-0.9188806715445038,False
-1.140351982594958,True
-2.0044066126455298,False
-2.062035121784696,False
-1.9387767791493118,False
-1.769030547949521,False
-1.6993774131193562,False
-1.623027400506109,False
-1.2997769150350438,True
-1.7046296971758879,True
-1.8040608677633485,True
-1.3304863903294601,False
-1.3862132104136757,False
-1.3750790581690362,False
-1.3804434599476278,False
-1.175132193644185,False
-1.3851480920540946,False
-1.459934924888611,False
-1.321193556058667,False
-1.1426525520072386,False
-1.254509384753068,False
-1.1898454885546057,False
-1.0153687519278733,False
-1.359324362109475,False
-1.2585240616468545,False
-1.2921313488345323,False
-1.2967173948888127,False
-1.2876552643922596,False
-1.2037049638893305,True
-1.3029226795828657,True
-1.7208544252240836,False
-1.6568869525684216,False
-1.6316820262051719,False
-1.7117038942159113,False
-1.7970513540245212,False
-1.9188586346032348,False
-1.7505160310392394,False
-1.0938834990209063,True
-1.3940959487185476,True
-1.9775932281927258,False
-1.804561085292544,False
-1.6570594413715916,False
-2.2424713465609547,False
-2.3430193821489405,False
-2.1317680326863195,False
-2.2311323638625558,False
-2.5969789592764956,False
-2.546980923567578,False
-2.403940271318612,False
-2.312193476912384,False
-2.1424278407222443,False
-2.1864211099707997,False
-1.888390643633259,False
-1.7675881103330104,False
-2.111489817763628,False
-1.9559609761651429,False
-1.9410018847102075,False
-1.7119001002295162,False
-1.6115827684157704,False
-1.586811220170486,False
-1.5926909322485536,False
-1.8744600166672236,False
-2.0156615070523896,False
-1.8425927102815325,False
-1.8818964401939016,False
-1.700826319065987,False
-1.4962287251856647,False
-1.5264595440512745,False
-1.7862039644151577,False
-2.30127062345163,False
-2.2199701821874016,False
-2.050316663719316,False
-1.8545699015516617,False
-1.6456579314820368,False
-1.3513985016038077,False
-1.3267800371713443,False
-1.3933564029749577,False
-1.5929388849031083,False
-2.022765889632962,False
-1.9832810464772628,False
-1.73790278730742,False
-1.4080244195745428,False
-1.283666460818948,False
-1.3324182649249658,False
-1.1366758149773915,False
-0.8966102109451907,False
-0.9279341776009025,False
-0.8545940946029765,False
-1.1200069282610303,False
-1.4687814443812044,False
-1.3391259232582484,False
-1.1365852583557263,False
-1.0089047340290713,False
-0.9368755659352354,False
-1.4424639652375157,False
-1.4233823913868082,False
-1.1321177983536141,False
-0.8963881316111109,False
-0.652491120038494,True
-0.9019314905229928,True
-1.8892056532282335,False
-1.9542360881334366,False
-2.059730240152329,False
-1.7651236765577203,False
-1.8478406821179842,False
-1.7637416100223198,False
-1.7665661141742308,False
-1.5882558138970364,False
-1.1629113619395754,False
-1.5028609196675569,False
-1.7817602216234862,False
-1.5923998573932034,False
-1.3847858655674399,False
-1.0733185214629388,False
-1.0219427314386955,False
-0.9027788417685684,False
-0.8887059115399181,False
-0.7458528408644023,False
-0.5630147095039975,False
-0.5651320095629135,False
-0.7880824121005476,False
-0.7480111070140678,False
-0.5378679981118236,False
-0.5581742424650302,False
-0.6038341847742216,False
-0.7841798529288211,False
-0.8708166665411321,False
-0.6676722908275091,False
-0.5197997959797475,False
-0.45392200982896874,False
-0.5249011523334981,True
-0.8466962635278183,True
-0.6727520860808708,False
-0.3029598092944093,False
-0.1574266938396377,False
0.10783952433572096,False
-0.0732241284620678,False
-0.12528771758895718,True
-0.14885615643211983,True
-0.3989476721485835,True
-0.6763765070574875,True
-0.0740111086265333,True
-0.2814138016684174,False
-0.34777024424799097,False
-0.30669203577301174,True
-0.46918942501956895,True
-0.5548322719036093,False
-0.3383717605852522,False
-0.11328896521842745,False
-0.056630705597097215,True
-0.565457582178893,False
-0.012997506725156677,True
-0.4877211908101653,True
-1.1321027055833395,True
-0.7995895713820362,True
-0.42771233618725385,True
-0.515297838217006,False
-0.22114405773071083,False
0.0029620197881637185,False
-0.13805620124362597,False
-0.2784103403832163,True
-0.5173569233048461,True
-0.5405976334219892,False
-0.8435569673101224,False
-0.908601057576032,False
-0.6063097584542663,False
-0.18777394264739933,False
0.039723695963811846,False
0.4495549361861581,False
0.1109723522233025,False
0.25122731030106743,False
-0.2917933153991865,False
-0.30374247723880055,False
-0.1990762714751228,False
-0.10086977139017296,True
-0.34668787700809517,True
-0.5979846582367149,True
-0.30912412789770694,False
-0.20309094836890926,False
-0.2606892719675144,False
0.08208910213245202,True
0.0030762936202637214,True
-0.3628457656450664,True
-0.4438163220732352,True
-0.10803021283177548,True
0.05519809771821725,True
-0.14711186341006474,False
-0.06879332233063672,True
-0.2812714984058024,False
-0.2078667321066863,False
-0.2265839233606931,False
-0.19889300212175243,False
-0.10030271444975308,False
0.26589101468057247,False
0.37737699649958695,False
0.3207920446196013,False
0.3236165487715181,False
0.3378598116932983,False
0.6454720310469424,False
0.5906292160789778,False
0.5321835412347969,False
0.6979733105118713,False
0.7674323954384654,True
0.9073768736705254,False
0.8607660868338587,False
0.7966649353557361,False
0.9040090297886295,False
0.7710115381042525,False
0.5650879365495483,False
0.559263853960456,False
0.49572551548236143,False
0.5105607413780189,False
0.5583845175813932,False
0.6695471557494208,False
0.7330273475361336,False
0.8638601047407249,False
0.8885838196330308,False
1.0042928115038459,False
0.9637511542075844,False
0.956166635679818,False
0.9682258257854388,False
0.8752088138929983,False
0.907994838300861,False
0.724175374068328,True
0.6533439888016199,True
0.5278381107737162,True
0.6938824730585474,True
0.7696544085812884,True
0.9531638798263867,True
0.910222938922831,True
0.4851242835098905,True
0.5730504509258967,True
0.6027185250711726,True
0.49715537753100947,True
0.2207851926515664,True
0.1447607526543046,True
0.15903420111663405,True
0.07843880783536625,False
0.2819755955761932,False
0.540547733353071,True
0.44174334951258487,True
0.5006482757952057,True
0.5990531380038004,True
0.5356635028387586,True
0.5391995233037444,True
0.6309204443894973,False
0.6205279939984938,False
0.509660815760849,True
0.4194922939036264,True
0.7700326641462623,True
0.8255740587670615,True
0.9482998422226552,False
0.741183911816041,True
0.929972906885818,True
0.5466165418400619,True
0.9517496182860559,False
0.48755886440221935,False
0.24122511582723355,True
0.41953619560719513,True
0.5277721400937206,True
0.47279133408322105,True
0.49400745687315334,True
0.7124214038874108,True
0.9057536950717122,False
1.1290681079450196,False
0.9485585754274102,False
0.4997427095785659,True
0.4697727800277454,False
0.6967240899108675,True
0.43406759777151227,True
0.7175960679825178,True
0.8313524336732636,False
0.8834440522306621,False
0.8908610707669796,True
0.6777080322494142,True
0.7017726344276938,True
0.8264796249837012,True
0.6301011225744367,True
0.5237617754200143,False
0.8483857029863195,True
0.7149971102845013,True
0.6312654219958375,True
0.452610144112309,True
0.5536023383684544,True
0.4478457587666847,True
0.3550246037187689,True
0.5272977958850059,True
0.4912186228839632,True
0.5998721230517182,False
0.7152674691397223,True
0.6789602629956432,True
0.7431888578216748,True
0.45817290801454563,True
0.4384660622523541,True
0.23760285096066275,False
0.3372151347914478,False
0.860459919208234,False
0.4915063692271878,True
0.5225112315970286,False
0.5091864715521285,True
0.4749474441228465,True
0.46765979218890363,True
0.6451507706510372,False
0.5398463801406461,True
0.48098455223380376,True
0.5299537531289892,True
0.48145889644252426,True
0.4782678535838727,False
0.2934461009870125,True
0.3048734841970363,True
0.3912613142970164,False
0.13804409081515814,True
0.09176446207515015,True
0.2733658305106344,True
0.135199907545055,True
0.20595110413845497,False
0.3587658544708851,False
0.49104286243822465,True
0.4734620390538752,True
0.3716141855685774,True
0.5244661518264399,False
0.4907719607219294,True
-0.013220311107299812,True
-0.24180562856135457,True
-0.2771703955444009,True
-0.1686147482746785,True
-0.48725878667744227,True
-0.5187722281350757,True
-0.2742387144569583,True
-0.2157453488951058,False
0.07488277540485304,True
0.29441672916951384,True
0.1349288908736007,False
0.11467506870511489,False
0.13853307724046235,False
-0.15981343319871633,True
-0.42850469089153015,False
0.11528438903751492,False
0.0020210930003343903,False
-0.23459704776733062,True
-0.7818696778005156,True
-0.922447151919364,False
-0.7581725053328162,False
-0.6906715166202176,False
-0.8496911003728591,False
-0.607102847594298,False
-0.5340914875176722,False
-0.40342767798580337,True
-0.5351890535049603,False
-0.6692962516242399,False
-0.760514400013601,False
-0.5050186074022204,False
-0.46466541411918205,False
-0.3063684540788516,True
-0.35637989658780256,True
-1.0096184473708452,True
-1.2317659583591258,False
-1.0844194872887551,True
-1.1310736440158249,True
-0.9417391004753686,False
-0.7289384124298592,True
-0.8935017648415312,True
-1.2177897093810708,True
-1.192808206919376,False
-1.0065427810953957,False
-1.01264006344324,False
-1.0386558097907412,True
-1.386436707760957,True
-1.1788839002794438,True
-1.0797794330755681,True
-0.9948245117672685,False
-0.9303503232521753,True
-1.3350107465783054,False
-1.3442132071130006,False
-1.139319711968122,False
-0.863287585962134,True
-0.33534228969617275,True
-0.9860403040876881,True
-1.5311679568061431,True
-0.9433664883098287,True
-1.3875581289755952,True
-1.6350971273101989,True
-1.5060358768111957,True
-1.402475538916597,False
-1.3783314171792573,False
-1.093685319942373,True
-1.2984831699337775,True
-1.3542734844185418,False
-1.2545091064639469,False
-0.8891460015680676,False
-1.0041148732342686,False
-0.6453227723440484,True
-0.8822964905819192,True
-1.5614705278228345,True
-1.7212598213847685,True
-1.657125322857629,True
-1.9402909137075455,True
-1.967007130124797,True
-1.7820365784577317,True
-1.5537303556017643,False
-1.3289200246954718,True
-1.51945359045116,True
-1.4667718987028986,True
-1.3283602651482902,True
-1.52951190431234,True
-1.34604346725658,True
-1.8795351608505644,True
-2.1687052524935915,True
-2.222801615800999,False
-2.1242034707810395,False
-2.222582801024503,False
-2.182847797879347,False
-2.1669370947831696,True
-1.9653264915858322,False
-1.9827452285570708,True
-1.9229487825411895,False
-1.7742707109160012,False
-1.6021269861330392,False
-1.648621593041465,True
-1.7619142586824768,True
-1.8982669210091059,True
-1.8653641418842468,False
-1.9304818632347096,True
-1.8636231169730482,False
-1.7985270739248176,False
-1.6810215958088548,False
-1.6565634004172805,True
-1.5657373432302717,True
-1.4837667479849947,True
-1.430673824133016,True
-1.1791545699638015,False
-1.1323620317571659,False
-1.391437847033392,True
-1.4768820430777163,True
-1.3929861714554321,False
-1.1884442432392877,True
-1.3992819749702228,True
-1.6648594570132773,True
-1.6203124034970315,False
-1.2789507380101675,False
-1.212399258201119,False
-0.9217210475727483,True
-0.432922101516636,True
-0.9781790204662338,True
